Data as of,Start week,End Week,State,Sex,Age group,COVID19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
9/16/2020,2/1/2020,9/12/2020,Montana,Male,18-29 years,0,104,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Male,25-34 years,0,90,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Male,30-49 years,,237,,0,,10
9/16/2020,2/1/2020,9/12/2020,Montana,Male,35-44 years,,107,,0,,
9/16/2020,2/1/2020,9/12/2020,Montana,Male,45-54 years,,197,,0,,
9/16/2020,2/1/2020,9/12/2020,Montana,Male,50-64 years,,618,24,,,33
9/16/2020,2/1/2020,9/12/2020,Montana,Male,55-64 years,,504,19,,,27
9/16/2020,2/1/2020,9/12/2020,Montana,Male,65-74 years,18,829,47,,,61
9/16/2020,2/1/2020,9/12/2020,Montana,Male,75-84 years,17,888,50,,,67
9/16/2020,2/1/2020,9/12/2020,Montana,Male,85 years and over,13,827,56,,,72
9/16/2020,2/1/2020,9/12/2020,Montana,Female,Under 1 year,0,15,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Female,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Female,5-14 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Female,15-24 years,0,17,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Female,18-29 years,0,30,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Female,25-34 years,,53,0,0,0,
9/16/2020,2/1/2020,9/12/2020,Montana,Female,30-49 years,,133,,,0,
9/16/2020,2/1/2020,9/12/2020,Montana,Female,35-44 years,0,61,,0,0,
9/16/2020,2/1/2020,9/12/2020,Montana,Female,45-54 years,,104,,,0,
9/16/2020,2/1/2020,9/12/2020,Montana,Female,50-64 years,,350,,,,15
9/16/2020,2/1/2020,9/12/2020,Montana,Female,55-64 years,,283,,,,14
9/16/2020,2/1/2020,9/12/2020,Montana,Female,65-74 years,,519,37,,,46
9/16/2020,2/1/2020,9/12/2020,Montana,Female,75-84 years,14,633,33,,,46
9/16/2020,2/1/2020,9/12/2020,Montana,Female,85 years and over,21,"1,121",49,,,71
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,Under 1 year,0,50,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,5-14 years,0,21,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,15-24 years,0,76,,0,0,
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,18-29 years,,128,,,0,
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,25-34 years,,135,,,,10
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,30-49 years,13,367,13,,,25
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,35-44 years,,170,,,0,11
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,45-54 years,15,304,17,,,29
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,50-64 years,45,969,69,16,,101
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,55-64 years,35,792,56,13,,81
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,65-74 years,59,"1,192",81,22,,121
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,75-84 years,63,"1,312",96,27,,133
9/16/2020,2/1/2020,9/12/2020,Nebraska,Male,85 years and over,43,"1,382",128,16,,157
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,Under 1 year,0,24,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,1-4 years,0,,0,0,,
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,5-14 years,0,11,,0,,
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,15-24 years,0,32,,0,0,
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,18-29 years,0,43,,0,0,
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,25-34 years,,42,,0,0,
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,30-49 years,,199,14,,0,16
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,35-44 years,,87,,,0,
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,45-54 years,,194,19,,0,21
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,50-64 years,29,621,46,13,,65
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,55-64 years,23,515,34,,,51
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,65-74 years,29,883,68,11,,88
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,75-84 years,49,"1,274",100,20,,130
9/16/2020,2/1/2020,9/12/2020,Nebraska,Female,85 years and over,74,"2,288",167,24,,225
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nebraska,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,Under 1 year,0,40,,0,0,
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,1-4 years,0,11,,0,0,
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,5-14 years,,19,,0,0,
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,15-24 years,,172,,0,0,
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,18-29 years,,283,,,0,
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,25-34 years,,297,11,,0,12
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,30-49 years,59,884,71,42,0,88
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,35-44 years,26,415,27,17,0,36
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,45-54 years,85,779,109,70,,126
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,50-64 years,167,"2,046",248,134,,288
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,55-64 years,113,"1,581",177,88,,207
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,65-74 years,213,"2,370",306,159,,366
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,75-84 years,238,"2,582",336,177,,405
9/16/2020,2/1/2020,9/12/2020,Nevada,Male,85 years and over,123,"1,758",194,96,,222
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,Under 1 year,0,37,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,5-14 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,15-24 years,0,63,,0,0,
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,18-29 years,,104,,,0,
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,25-34 years,,119,,,,12
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,30-49 years,20,468,37,14,,48
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,35-44 years,10,212,13,,,17
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,45-54 years,28,440,51,20,,63
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,50-64 years,82,"1,219",145,62,,170
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,55-64 years,63,967,111,48,,129
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,65-74 years,128,"1,664",215,104,,243
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,75-84 years,149,"2,046",234,110,,276
9/16/2020,2/1/2020,9/12/2020,Nevada,Female,85 years and over,115,"2,227",171,82,,206
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Nevada,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,Under 1 year,0,17,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,5-14 years,0,,,0,0,
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,15-24 years,,46,0,0,0,
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,18-29 years,,81,0,0,0,
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,25-34 years,0,107,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,30-49 years,,300,,,0,11
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,35-44 years,,129,,0,0,
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,45-54 years,,259,13,,,19
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,50-64 years,19,696,33,,,47
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,55-64 years,14,546,24,,0,34
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,65-74 years,34,935,59,17,,79
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,75-84 years,63,"1,027",80,24,,124
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Male,85 years and over,81,"1,126",82,23,,142
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,Under 1 year,0,13,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,5-14 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,15-24 years,0,21,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,18-29 years,0,44,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,25-34 years,0,48,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,30-49 years,0,148,,0,0,
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,35-44 years,0,62,,0,0,
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,45-54 years,,150,,0,0,
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,50-64 years,,442,14,,,21
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,55-64 years,,353,12,,,18
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,65-74 years,27,622,49,,,74
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,75-84 years,54,994,65,11,,110
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Female,85 years and over,128,"1,724",102,21,,215
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Hampshire,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,Under 1 year,0,105,,0,0,
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,1-4 years,0,26,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,5-14 years,0,17,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,15-24 years,12,257,,,0,15
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,18-29 years,38,552,19,11,0,46
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,25-34 years,75,756,44,35,,86
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,30-49 years,470,"2,428",280,221,,537
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,35-44 years,199,"1,114",125,92,,234
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,45-54 years,567,"2,235",338,270,,643
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,50-64 years,1595,"6,146","1,055",812,12,"1,849"
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,55-64 years,1250,"4,793",843,646,,"1,454"
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,65-74 years,1736,"6,585","1,224",885,12,"2,086"
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,75-84 years,1944,"7,709","1,437","1,004",20,"2,394"
9/16/2020,2/1/2020,9/12/2020,New Jersey,Male,85 years and over,1787,"8,116","1,389",870,18,"2,324"
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,Under 1 year,0,87,,0,,
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,1-4 years,,13,0,0,0,
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,5-14 years,0,17,,0,0,
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,15-24 years,,100,,,0,
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,18-29 years,17,217,12,,0,21
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,25-34 years,35,299,24,15,,46
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,30-49 years,149,"1,096",102,67,,187
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,35-44 years,67,497,43,31,,80
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,45-54 years,185,"1,077",134,87,,233
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,50-64 years,699,"3,376",495,341,,858
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,55-64 years,575,"2,728",405,282,,702
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,65-74 years,1019,"4,602",714,504,,"1,232"
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,75-84 years,1747,"7,505","1,236",860,12,"2,134"
9/16/2020,2/1/2020,9/12/2020,New Jersey,Female,85 years and over,3011,"14,056","1,943","1,280",22,"3,693"
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,Under 1 year,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,65-74 years,,,,,0,
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Jersey,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,Under 1 year,0,20,,0,0,
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,5-14 years,0,14,0,0,,
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,15-24 years,,124,,,0,
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,18-29 years,,254,11,,0,13
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,25-34 years,19,316,23,12,0,30
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,30-49 years,48,760,52,28,,74
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,35-44 years,21,369,24,13,,34
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,45-54 years,36,530,39,18,,61
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,50-64 years,84,"1,272",98,43,,144
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,55-64 years,61,968,73,31,,104
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,65-74 years,93,"1,343",108,40,,164
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,75-84 years,77,"1,501",122,33,,170
9/16/2020,2/1/2020,9/12/2020,New Mexico,Male,85 years and over,84,"1,345",111,26,,170
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,Under 1 year,0,20,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,1-4 years,0,,0,0,,
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,5-14 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,15-24 years,0,47,0,0,,
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,18-29 years,,79,,0,,
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,25-34 years,,128,,,0,10
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,30-49 years,23,413,26,12,,38
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,35-44 years,15,203,15,,,23
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,45-54 years,21,319,24,12,,34
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,50-64 years,62,781,74,34,,106
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,55-64 years,44,587,57,23,,81
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,65-74 years,60,"1,031",97,32,,127
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,75-84 years,98,"1,381",119,44,,174
9/16/2020,2/1/2020,9/12/2020,New Mexico,Female,85 years and over,119,"1,954",114,33,,202
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New Mexico,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Male,Under 1 year,0,163,,0,0,
9/16/2020,2/1/2020,9/12/2020,New York,Male,1-4 years,0,28,0,0,,
9/16/2020,2/1/2020,9/12/2020,New York,Male,5-14 years,,52,,,0,
9/16/2020,2/1/2020,9/12/2020,New York,Male,15-24 years,11,393,13,,0,18
9/16/2020,2/1/2020,9/12/2020,New York,Male,18-29 years,28,729,24,11,,42
9/16/2020,2/1/2020,9/12/2020,New York,Male,25-34 years,48,895,35,22,,63
9/16/2020,2/1/2020,9/12/2020,New York,Male,30-49 years,303,"2,566",203,142,,370
9/16/2020,2/1/2020,9/12/2020,New York,Male,35-44 years,128,"1,226",80,51,,159
9/16/2020,2/1/2020,9/12/2020,New York,Male,45-54 years,377,"2,297",283,197,,469
9/16/2020,2/1/2020,9/12/2020,New York,Male,50-64 years,1150,"6,792",920,581,21,"1,508"
9/16/2020,2/1/2020,9/12/2020,New York,Male,55-64 years,917,"5,326",736,458,18,"1,211"
9/16/2020,2/1/2020,9/12/2020,New York,Male,65-74 years,1474,"8,004","1,267",734,26,"2,030"
9/16/2020,2/1/2020,9/12/2020,New York,Male,75-84 years,1617,"9,292","1,510",821,26,"2,330"
9/16/2020,2/1/2020,9/12/2020,New York,Male,85 years and over,1534,"10,281","1,667",757,29,"2,470"
9/16/2020,2/1/2020,9/12/2020,New York,Female,Under 1 year,0,117,,0,0,
9/16/2020,2/1/2020,9/12/2020,New York,Female,1-4 years,0,15,0,0,,
9/16/2020,2/1/2020,9/12/2020,New York,Female,5-14 years,0,39,0,0,,
9/16/2020,2/1/2020,9/12/2020,New York,Female,15-24 years,,149,,0,,
9/16/2020,2/1/2020,9/12/2020,New York,Female,18-29 years,,284,,,,16
9/16/2020,2/1/2020,9/12/2020,New York,Female,25-34 years,19,362,16,10,0,25
9/16/2020,2/1/2020,9/12/2020,New York,Female,30-49 years,114,"1,309",94,56,,155
9/16/2020,2/1/2020,9/12/2020,New York,Female,35-44 years,53,582,43,29,,69
9/16/2020,2/1/2020,9/12/2020,New York,Female,45-54 years,135,"1,241",118,62,,193
9/16/2020,2/1/2020,9/12/2020,New York,Female,50-64 years,527,"4,076",506,275,15,771
9/16/2020,2/1/2020,9/12/2020,New York,Female,55-64 years,442,"3,349",428,234,13,648
9/16/2020,2/1/2020,9/12/2020,New York,Female,65-74 years,833,"5,824",781,421,13,"1,206"
9/16/2020,2/1/2020,9/12/2020,New York,Female,75-84 years,1345,"8,746","1,238",652,19,"1,950"
9/16/2020,2/1/2020,9/12/2020,New York,Female,85 years and over,2632,"16,984","2,227","1,122",44,"3,774"
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,Under 1 year,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,New York,Unknown,75-84 years,0,0,0,0,0,0
