NAME,state,county,Estimate!!Total!!Two or more races!!Two races including Some other race,Estimate!!Total!!Some other race alone,Estimate!!Total!!Two or more races,"Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!White alone,Estimate!!Total,Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Asian alone,Estimate!!Total!!American Indian and Alaska Native alone,Estimate!!Total!!Black or African American alone
"McDowell County, West Virginia",54,047,25.0,178.0,315.0,290.0,17084.0,19217.0,0.0,0.0,24.0,1616.0
"Wayne County, West Virginia",54,099,4.0,112.0,399.0,395.0,39803.0,40708.0,0.0,112.0,60.0,222.0
"Wyoming County, West Virginia",54,109,0.0,24.0,301.0,301.0,21136.0,21711.0,0.0,37.0,3.0,210.0
"Jackson County, West Virginia",54,035,0.0,18.0,335.0,335.0,28303.0,29018.0,0.0,93.0,246.0,23.0
"Mercer County, West Virginia",54,055,19.0,28.0,988.0,969.0,55138.0,60486.0,15.0,392.0,146.0,3779.0
"Upshur County, West Virginia",54,097,9.0,30.0,176.0,167.0,23855.0,24605.0,0.0,54.0,37.0,453.0
"Webster County, West Virginia",54,101,0.0,6.0,13.0,13.0,8492.0,8518.0,4.0,0.0,0.0,3.0
"Berkeley County, West Virginia",54,003,182.0,1372.0,3409.0,3227.0,98773.0,113495.0,0.0,1162.0,58.0,8721.0
"Fayette County, West Virginia",54,019,46.0,59.0,464.0,418.0,41219.0,44126.0,18.0,30.0,104.0,2232.0
"Grant County, West Virginia",54,023,0.0,38.0,100.0,100.0,11312.0,11641.0,0.0,0.0,0.0,191.0
"Hampshire County, West Virginia",54,027,0.0,9.0,188.0,188.0,22680.0,23363.0,0.0,63.0,80.0,343.0
"Summers County, West Virginia",54,089,12.0,10.0,286.0,274.0,12131.0,13018.0,0.0,0.0,27.0,564.0
"Brooke County, West Virginia",54,009,0.0,37.0,275.0,275.0,21947.0,22772.0,40.0,74.0,1.0,398.0
"Doddridge County, West Virginia",54,017,7.0,5.0,161.0,154.0,8207.0,8536.0,0.0,26.0,22.0,115.0
"Mineral County, West Virginia",54,057,0.0,71.0,253.0,253.0,25886.0,27278.0,0.0,111.0,3.0,954.0
"Greenbrier County, West Virginia",54,025,25.0,168.0,857.0,832.0,33214.0,35347.0,0.0,231.0,15.0,862.0
"Hardy County, West Virginia",54,031,30.0,11.0,109.0,79.0,12658.0,13842.0,0.0,225.0,77.0,762.0
"Marion County, West Virginia",54,049,61.0,294.0,652.0,591.0,52943.0,56497.0,0.0,360.0,199.0,2049.0
"Mingo County, West Virginia",54,059,0.0,134.0,200.0,200.0,23714.0,24741.0,0.0,22.0,16.0,655.0
"Hancock County, West Virginia",54,029,32.0,0.0,654.0,622.0,28233.0,29680.0,8.0,149.0,79.0,557.0
"Lewis County, West Virginia",54,041,127.0,19.0,251.0,124.0,15875.0,16276.0,0.0,50.0,38.0,43.0
"Nicholas County, West Virginia",54,067,0.0,82.0,278.0,278.0,24588.0,25324.0,0.0,77.0,98.0,201.0
"Pocahontas County, West Virginia",54,075,0.0,20.0,50.0,50.0,8424.0,8531.0,0.0,0.0,0.0,37.0
"Tyler County, West Virginia",54,095,0.0,13.0,76.0,76.0,8727.0,8909.0,0.0,48.0,15.0,30.0
"Randolph County, West Virginia",54,083,8.0,74.0,82.0,74.0,28066.0,29065.0,0.0,165.0,110.0,568.0
"Taylor County, West Virginia",54,091,0.0,83.0,182.0,182.0,16371.0,16951.0,0.0,151.0,0.0,164.0
"Wirt County, West Virginia",54,105,0.0,7.0,13.0,13.0,5694.0,5797.0,0.0,0.0,0.0,83.0
"Clay County, West Virginia",54,015,0.0,0.0,29.0,29.0,8721.0,8785.0,22.0,0.0,12.0,1.0
"Gilmer County, West Virginia",54,021,24.0,142.0,258.0,234.0,6792.0,8205.0,0.0,84.0,29.0,900.0
"Monongalia County, West Virginia",54,061,157.0,667.0,2660.0,2503.0,94219.0,105252.0,0.0,3774.0,137.0,3795.0
"Monroe County, West Virginia",54,063,34.0,0.0,210.0,176.0,13062.0,13467.0,0.0,0.0,73.0,122.0
"Wetzel County, West Virginia",54,103,0.0,47.0,138.0,138.0,15206.0,15614.0,0.0,65.0,0.0,158.0
"Cabell County, West Virginia",54,011,205.0,538.0,2008.0,1803.0,86443.0,95318.0,53.0,1302.0,171.0,4803.0
"Kanawha County, West Virginia",54,039,108.0,345.0,5104.0,4996.0,164367.0,185710.0,0.0,2111.0,322.0,13461.0
"Pendleton County, West Virginia",54,071,0.0,27.0,37.0,37.0,6745.0,7056.0,0.0,8.0,0.0,239.0
"Preston County, West Virginia",54,077,122.0,230.0,406.0,284.0,31298.0,33837.0,6.0,88.0,210.0,1599.0
"Kitsap County, Washington",53,035,1457.0,5413.0,19824.0,18367.0,213159.0,262475.0,2150.0,12691.0,2708.0,6530.0
"King County, Washington",53,033,12474.0,84956.0,135843.0,123369.0,1404974.0,2163257.0,16779.0,370908.0,13743.0,136054.0
"Pend Oreille County, Washington",53,051,20.0,291.0,346.0,326.0,11881.0,13219.0,36.0,136.0,499.0,30.0
"San Juan County, Washington",53,055,67.0,343.0,401.0,334.0,15164.0,16473.0,38.0,231.0,146.0,150.0
"Whitman County, Washington",53,075,227.0,819.0,2138.0,1911.0,40133.0,48593.0,91.0,4105.0,232.0,1075.0
"Yakima County, Washington",53,077,1883.0,30578.0,8336.0,6453.0,194796.0,249325.0,181.0,2267.0,10482.0,2685.0
"Cowlitz County, Washington",53,015,583.0,1716.0,5454.0,4871.0,93938.0,105112.0,306.0,1293.0,1561.0,844.0
"Ferry County, Washington",53,019,10.0,69.0,627.0,617.0,5755.0,7576.0,15.0,79.0,1020.0,11.0
"Lewis County, Washington",53,041,627.0,1269.0,3867.0,3240.0,69747.0,76947.0,148.0,914.0,550.0,452.0
"Grays Harbor County, Washington",53,027,135.0,421.0,2940.0,2805.0,63343.0,71967.0,205.0,1134.0,3191.0,733.0
"Island County, Washington",53,029,333.0,1090.0,3844.0,3511.0,69186.0,81636.0,298.0,3768.0,858.0,2592.0
"Wahkiakum County, Washington",53,069,43.0,81.0,81.0,38.0,3856.0,4189.0,1.0,65.0,51.0,54.0
"Franklin County, Washington",53,021,1282.0,17351.0,3976.0,2694.0,63977.0,90660.0,175.0,2090.0,940.0,2151.0
"Grant County, Washington",53,025,1810.0,21055.0,4176.0,2366.0,66805.0,94860.0,59.0,983.0,1128.0,654.0
"Whatcom County, Washington",53,073,1193.0,6978.0,9546.0,8353.0,181943.0,216812.0,619.0,8977.0,6537.0,2212.0
"Okanogan County, Washington",53,047,306.0,4313.0,2217.0,1911.0,30423.0,41638.0,46.0,362.0,4073.0,204.0
"Kittitas County, Washington",53,037,133.0,1700.0,1522.0,1389.0,39721.0,44825.0,360.0,750.0,340.0,432.0
"Benton County, Washington",53,005,1331.0,18554.0,7722.0,6391.0,158279.0,194168.0,145.0,4990.0,1335.0,3143.0
"Columbia County, Washington",53,013,63.0,34.0,150.0,87.0,3650.0,4001.0,38.0,98.0,1.0,30.0
"Asotin County, Washington",53,003,113.0,142.0,840.0,727.0,20732.0,22337.0,35.0,196.0,294.0,98.0
"Garfield County, Washington",53,023,0.0,0.0,104.0,104.0,2040.0,2224.0,0.0,71.0,9.0,0.0
"Mason County, Washington",53,045,316.0,3070.0,3259.0,2943.0,52310.0,62627.0,286.0,886.0,1748.0,1068.0
"Stevens County, Washington",53,065,58.0,427.0,1825.0,1767.0,39263.0,44214.0,22.0,287.0,2185.0,205.0
"Spokane County, Washington",53,063,1552.0,7063.0,23093.0,21541.0,438838.0,497875.0,2507.0,11117.0,7248.0,8009.0
"Chelan County, Washington",53,007,486.0,6791.0,2568.0,2082.0,64606.0,75757.0,58.0,829.0,545.0,360.0
"Rock County, Wisconsin",55,105,308.0,4379.0,5371.0,5063.0,142557.0,161769.0,28.0,1955.0,398.0,7081.0
"Waushara County, Wisconsin",55,137,35.0,658.0,399.0,364.0,22425.0,24116.0,9.0,86.0,104.0,435.0
"Adams County, Wisconsin",55,001,47.0,191.0,390.0,343.0,18642.0,20073.0,0.0,126.0,156.0,568.0
"Bayfield County, Wisconsin",55,007,16.0,33.0,361.0,345.0,12908.0,14992.0,0.0,76.0,1489.0,125.0
"Lafayette County, Wisconsin",55,065,8.0,153.0,90.0,82.0,16248.0,16735.0,0.0,65.0,72.0,107.0
"Monroe County, Wisconsin",55,081,133.0,805.0,699.0,566.0,42339.0,45502.0,10.0,407.0,480.0,762.0
"Pierce County, Wisconsin",55,093,19.0,165.0,746.0,727.0,39925.0,41603.0,1.0,505.0,73.0,188.0
"Wood County, Wisconsin",55,141,55.0,686.0,1165.0,1110.0,69042.0,73274.0,14.0,1517.0,406.0,444.0
"Ashland County, Wisconsin",55,003,0.0,59.0,386.0,386.0,13193.0,15712.0,11.0,68.0,1885.0,110.0
"Calumet County, Wisconsin",55,015,21.0,283.0,479.0,458.0,47140.0,49807.0,2.0,1199.0,284.0,420.0
"Florence County, Wisconsin",55,037,0.0,0.0,31.0,31.0,4275.0,4337.0,0.0,0.0,18.0,13.0
"Clark County, Wisconsin",55,019,18.0,378.0,487.0,469.0,33223.0,34491.0,1.0,148.0,85.0,169.0
"Jefferson County, Wisconsin",55,055,381.0,1801.0,1895.0,1514.0,79520.0,84652.0,37.0,567.0,105.0,727.0
"Kenosha County, Wisconsin",55,059,962.0,3282.0,5150.0,4188.0,144087.0,168330.0,41.0,2471.0,663.0,12636.0
"Iron County, Wisconsin",55,051,3.0,14.0,61.0,58.0,5519.0,5715.0,0.0,18.0,56.0,47.0
"St. Croix County, Wisconsin",55,109,114.0,336.0,1521.0,1407.0,84262.0,87917.0,2.0,946.0,178.0,672.0
"Oconto County, Wisconsin",55,083,24.0,94.0,562.0,538.0,36265.0,37556.0,0.0,143.0,336.0,156.0
"Lincoln County, Wisconsin",55,069,3.0,7.0,492.0,489.0,26978.0,27848.0,0.0,91.0,111.0,169.0
"Waupaca County, Wisconsin",55,135,58.0,489.0,682.0,624.0,49559.0,51444.0,5.0,173.0,245.0,291.0
"Barron County, Wisconsin",55,005,12.0,373.0,505.0,493.0,43086.0,45252.0,0.0,323.0,338.0,627.0
"Sawyer County, Wisconsin",55,113,45.0,217.0,541.0,496.0,12625.0,16370.0,5.0,99.0,2794.0,89.0
"Green Lake County, Wisconsin",55,047,20.0,158.0,237.0,217.0,18068.0,18757.0,0.0,54.0,60.0,180.0
"Marquette County, Wisconsin",55,077,9.0,129.0,256.0,247.0,14606.0,15207.0,0.0,55.0,67.0,94.0
"Marinette County, Wisconsin",55,075,64.0,90.0,600.0,536.0,39168.0,40537.0,11.0,185.0,199.0,284.0
"Racine County, Wisconsin",55,101,1053.0,6272.0,5978.0,4925.0,157639.0,195398.0,78.0,2452.0,1127.0,21852.0
"Winnebago County, Wisconsin",55,139,171.0,1152.0,2802.0,2631.0,156571.0,169926.0,20.0,4582.0,970.0,3829.0
"Forest County, Wisconsin",55,041,12.0,23.0,258.0,246.0,7267.0,9018.0,7.0,44.0,1351.0,68.0
"Grant County, Wisconsin",55,043,6.0,125.0,413.0,407.0,49993.0,51828.0,12.0,494.0,65.0,726.0
"Rusk County, Wisconsin",55,107,9.0,45.0,252.0,243.0,13637.0,14183.0,22.0,32.0,55.0,140.0
"Sheboygan County, Wisconsin",55,117,277.0,1084.0,2441.0,2164.0,102818.0,115205.0,8.0,6446.0,279.0,2129.0
"Langlade County, Wisconsin",55,067,3.0,113.0,424.0,421.0,18308.0,19164.0,3.0,43.0,120.0,153.0
"Outagamie County, Wisconsin",55,087,276.0,3548.0,3332.0,3056.0,165877.0,184754.0,37.0,6462.0,2969.0,2529.0
"Vernon County, Wisconsin",55,123,27.0,147.0,376.0,349.0,29680.0,30516.0,10.0,160.0,64.0,79.0
"Columbia County, Wisconsin",55,021,53.0,459.0,1037.0,984.0,54076.0,56954.0,16.0,436.0,225.0,705.0
"Kewaunee County, Wisconsin",55,061,2.0,128.0,305.0,303.0,19723.0,20360.0,0.0,62.0,61.0,81.0
"Brown County, Wisconsin",55,009,1282.0,9727.0,8355.0,7073.0,220920.0,259786.0,46.0,8324.0,6380.0,6034.0
"Marathon County, Wisconsin",55,073,142.0,684.0,2567.0,2425.0,122856.0,135264.0,54.0,7864.0,356.0,883.0
"Oneida County, Wisconsin",55,085,22.0,103.0,340.0,318.0,33996.0,35345.0,17.0,165.0,463.0,261.0
"Trempealeau County, Wisconsin",55,121,38.0,1560.0,272.0,234.0,27192.0,29438.0,0.0,155.0,105.0,154.0
"Washburn County, Wisconsin",55,129,2.0,23.0,244.0,242.0,14994.0,15689.0,42.0,86.0,232.0,68.0
"Dodge County, Wisconsin",55,027,226.0,837.0,1673.0,1447.0,81999.0,87776.0,25.0,564.0,266.0,2412.0
"Walworth County, Wisconsin",55,127,535.0,2007.0,2459.0,1924.0,96114.0,103013.0,38.0,1052.0,306.0,1037.0
"Crawford County, Wisconsin",55,023,24.0,20.0,268.0,244.0,15542.0,16288.0,0.0,80.0,57.0,321.0
"Manitowoc County, Wisconsin",55,071,62.0,170.0,1031.0,969.0,74896.0,79407.0,4.0,2186.0,401.0,719.0
"Sauk County, Wisconsin",55,111,232.0,752.0,1179.0,947.0,60031.0,63596.0,10.0,416.0,695.0,513.0
"Burnett County, Wisconsin",55,013,19.0,23.0,512.0,493.0,13962.0,15258.0,0.0,59.0,621.0,81.0
"Chippewa County, Wisconsin",55,017,8.0,99.0,1370.0,1362.0,60433.0,63635.0,0.0,837.0,102.0,794.0
"Door County, Wisconsin",55,029,34.0,127.0,336.0,302.0,26455.0,27439.0,0.0,138.0,199.0,184.0
"Douglas County, Wisconsin",55,031,38.0,127.0,1255.0,1217.0,40314.0,43402.0,3.0,465.0,678.0,560.0
"Jackson County, Wisconsin",55,053,49.0,302.0,561.0,512.0,17950.0,20506.0,0.0,103.0,1154.0,436.0
"Iowa County, Wisconsin",55,049,18.0,154.0,216.0,198.0,22817.0,23620.0,19.0,166.0,54.0,194.0
"Ozaukee County, Wisconsin",55,089,137.0,580.0,1516.0,1379.0,82714.0,88284.0,67.0,1970.0,237.0,1200.0
"Richland County, Wisconsin",55,103,1.0,310.0,217.0,216.0,16753.0,17539.0,5.0,102.0,55.0,97.0
"Campbell County, Wyoming",56,005,100.0,197.0,1446.0,1346.0,45357.0,47708.0,0.0,164.0,416.0,128.0
"Johnson County, Wyoming",56,019,16.0,113.0,125.0,109.0,7851.0,8515.0,0.0,0.0,381.0,45.0
"Natrona County, Wyoming",56,025,101.0,514.0,1673.0,1572.0,75885.0,80610.0,43.0,530.0,866.0,1099.0
"Converse County, Wyoming",56,009,38.0,73.0,474.0,436.0,13417.0,13997.0,0.0,24.0,8.0,1.0
"Niobrara County, Wyoming",56,027,3.0,12.0,16.0,13.0,2278.0,2448.0,0.0,33.0,96.0,13.0
"Teton County, Wyoming",56,039,22.0,1375.0,184.0,162.0,20832.0,23059.0,35.0,282.0,77.0,274.0
"Sweetwater County, Wyoming",56,037,32.0,563.0,891.0,859.0,41084.0,44117.0,204.0,279.0,742.0,354.0
"Platte County, Wyoming",56,031,40.0,127.0,256.0,216.0,8223.0,8673.0,0.0,59.0,7.0,1.0
"Park County, Wyoming",56,029,56.0,422.0,669.0,613.0,27485.0,29121.0,3.0,167.0,328.0,47.0
"Sheridan County, Wyoming",56,033,11.0,183.0,563.0,552.0,28534.0,30012.0,0.0,211.0,368.0,153.0
"Big Horn County, Wyoming",56,003,72.0,223.0,155.0,83.0,11249.0,11901.0,18.0,48.0,155.0,53.0
"Crook County, Wyoming",56,011,0.0,16.0,152.0,152.0,7068.0,7410.0,0.0,25.0,137.0,12.0
"Albany County, Wyoming",56,001,145.0,547.0,1259.0,1114.0,34340.0,38102.0,10.0,1166.0,317.0,463.0
"Carbon County, Wyoming",56,007,26.0,212.0,277.0,251.0,14401.0,15477.0,9.0,150.0,263.0,165.0
"Goshen County, Wyoming",56,015,140.0,314.0,377.0,237.0,12511.0,13438.0,0.0,73.0,153.0,10.0
"Uinta County, Wyoming",56,041,0.0,437.0,718.0,718.0,19252.0,20609.0,0.0,22.0,160.0,20.0
"Washakie County, Wyoming",56,043,37.0,445.0,338.0,301.0,7293.0,8129.0,0.0,0.0,52.0,1.0
"Hot Springs County, Wyoming",56,017,1.0,30.0,33.0,32.0,4504.0,4680.0,0.0,0.0,113.0,0.0
"Fremont County, Wyoming",56,013,268.0,566.0,1505.0,1237.0,29179.0,40076.0,8.0,55.0,8527.0,236.0
"Sublette County, Wyoming",56,035,36.0,0.0,318.0,282.0,9578.0,9951.0,0.0,12.0,43.0,0.0
"Weston County, Wyoming",56,045,0.0,0.0,144.0,144.0,6570.0,7100.0,3.0,310.0,37.0,36.0
"Hatillo Municipio, Puerto Rico",72,065,223.0,449.0,231.0,8.0,39469.0,40390.0,0.0,16.0,0.0,225.0
"Humacao Municipio, Puerto Rico",72,069,230.0,12374.0,380.0,150.0,29266.0,53466.0,0.0,223.0,163.0,11060.0
"Morovis Municipio, Puerto Rico",72,101,155.0,1303.0,494.0,339.0,29005.0,31320.0,0.0,27.0,36.0,455.0
"Mayag�ez Municipio, Puerto Rico",72,097,847.0,50781.0,1958.0,1111.0,21510.0,77255.0,1.0,33.0,173.0,2799.0
"Trujillo Alto Municipio, Puerto Rico",72,139,120.0,4883.0,843.0,723.0,55351.0,67780.0,11.0,75.0,84.0,6533.0
"Quebradillas Municipio, Puerto Rico",72,115,11.0,2600.0,178.0,167.0,20084.0,24036.0,0.0,34.0,70.0,1070.0
"Moca Municipio, Puerto Rico",72,099,68.0,5726.0,419.0,351.0,29315.0,36872.0,0.0,56.0,101.0,1255.0
"Culebra Municipio, Puerto Rico",72,049,0.0,502.0,60.0,60.0,665.0,1314.0,0.0,13.0,6.0,68.0
"Salinas Municipio, Puerto Rico",72,123,56.0,2280.0,224.0,168.0,16359.0,28633.0,0.0,130.0,62.0,9578.0
"Barceloneta Municipio, Puerto Rico",72,017,50.0,2130.0,235.0,185.0,20951.0,24299.0,0.0,142.0,0.0,841.0
"Yauco Municipio, Puerto Rico",72,153,204.0,6279.0,514.0,310.0,28189.0,36439.0,0.0,5.0,152.0,1300.0
"Guaynabo Municipio, Puerto Rico",72,061,396.0,8480.0,5401.0,5005.0,68681.0,88663.0,0.0,85.0,231.0,5785.0
"Cabo Rojo Municipio, Puerto Rico",72,023,119.0,33985.0,252.0,133.0,13649.0,49005.0,0.0,11.0,122.0,986.0
"Fajardo Municipio, Puerto Rico",72,053,228.0,9345.0,868.0,640.0,18212.0,32001.0,0.0,119.0,31.0,3426.0
"Patillas Municipio, Puerto Rico",72,109,18.0,334.0,18.0,0.0,4393.0,17334.0,0.0,0.0,47.0,12542.0
"Rinc�n Municipio, Puerto Rico",72,117,10.0,575.0,1863.0,1853.0,11649.0,14269.0,0.0,5.0,0.0,177.0
"Aguas Buenas Municipio, Puerto Rico",72,007,33.0,841.0,6430.0,6397.0,16707.0,26275.0,0.0,0.0,269.0,2028.0
"Bayam�n Municipio, Puerto Rico",72,021,994.0,11497.0,34264.0,33270.0,122394.0,182955.0,12.0,261.0,267.0,14260.0
"Cayey Municipio, Puerto Rico",72,035,147.0,2683.0,8765.0,8618.0,30429.0,44530.0,0.0,0.0,68.0,2585.0
"Maunabo Municipio, Puerto Rico",72,095,31.0,99.0,70.0,39.0,2807.0,11023.0,0.0,0.0,8.0,8039.0
"Pe�uelas Municipio, Puerto Rico",72,111,51.0,4867.0,266.0,215.0,15013.0,20984.0,0.0,38.0,31.0,769.0
"San Sebasti�n Municipio, Puerto Rico",72,131,51.0,9407.0,683.0,632.0,26678.0,37964.0,0.0,105.0,0.0,1091.0
"Toa Alta Municipio, Puerto Rico",72,135,190.0,4376.0,2980.0,2790.0,59922.0,73405.0,6.0,322.0,248.0,5551.0
"Vieques Municipio, Puerto Rico",72,147,0.0,2349.0,107.0,107.0,5296.0,8771.0,0.0,156.0,7.0,856.0
"Yabucoa Municipio, Puerto Rico",72,151,125.0,491.0,372.0,247.0,10487.0,34149.0,0.0,12.0,39.0,22748.0
"Caguas Municipio, Puerto Rico",72,025,1009.0,15474.0,3706.0,2697.0,100543.0,131363.0,0.0,268.0,239.0,11133.0
"Can�vanas Municipio, Puerto Rico",72,029,48.0,17799.0,278.0,230.0,22804.0,46108.0,0.0,124.0,0.0,5103.0
"Coamo Municipio, Puerto Rico",72,043,42.0,2969.0,81.0,39.0,26204.0,39265.0,0.0,0.0,0.0,10011.0
"Dorado Municipio, Puerto Rico",72,051,99.0,1037.0,2115.0,2016.0,29444.0,37208.0,0.0,46.0,0.0,4566.0
"Barranquitas Municipio, Puerto Rico",72,019,149.0,1362.0,432.0,283.0,25576.0,28755.0,0.0,0.0,17.0,1368.0
"Orocovis Municipio, Puerto Rico",72,107,27.0,2422.0,433.0,406.0,17816.0,21407.0,0.0,0.0,39.0,697.0
"A�asco Municipio, Puerto Rico",72,011,45.0,3006.0,3054.0,3009.0,20550.0,27368.0,1.0,0.0,0.0,757.0
"Ceiba Municipio, Puerto Rico",72,037,0.0,2893.0,245.0,245.0,7629.0,11853.0,0.0,25.0,8.0,1053.0
"Comer�o Municipio, Puerto Rico",72,045,68.0,1439.0,164.0,96.0,16018.0,19539.0,0.0,23.0,76.0,1819.0
"Isabela Municipio, Puerto Rico",72,071,80.0,10909.0,337.0,257.0,28867.0,42420.0,0.0,0.0,37.0,2270.0
"Lares Municipio, Puerto Rico",72,081,0.0,7308.0,188.0,188.0,18825.0,26451.0,0.0,0.0,12.0,118.0
"Las Piedras Municipio, Puerto Rico",72,085,89.0,635.0,460.0,371.0,13198.0,37768.0,0.0,0.0,0.0,23475.0
"San Juan Municipio, Puerto Rico",72,127,2832.0,46619.0,14029.0,11197.0,237250.0,344606.0,70.0,1311.0,1336.0,43991.0
"Vega Alta Municipio, Puerto Rico",72,143,258.0,4094.0,1307.0,1049.0,28138.0,37724.0,0.0,90.0,24.0,4071.0
"Maricao Municipio, Puerto Rico",72,093,104.0,3428.0,104.0,0.0,2503.0,6202.0,0.0,0.0,18.0,149.0
"Aibonito Municipio, Puerto Rico",72,009,66.0,2523.0,180.0,114.0,17922.0,23457.0,0.0,21.0,18.0,2793.0
"Juncos Municipio, Puerto Rico",72,077,16.0,13919.0,1849.0,1833.0,18501.0,39128.0,0.0,83.0,38.0,4738.0
"Sabana Grande Municipio, Puerto Rico",72,121,162.0,5900.0,437.0,275.0,16113.0,23054.0,0.0,0.0,44.0,560.0
"Hormigueros Municipio, Puerto Rico",72,067,143.0,10620.0,280.0,137.0,4890.0,16180.0,0.0,0.0,0.0,390.0
"Adjuntas Municipio, Puerto Rico",72,001,11.0,4182.0,114.0,103.0,13712.0,18181.0,0.0,3.0,25.0,145.0
"Camuy Municipio, Puerto Rico",72,027,132.0,5203.0,259.0,127.0,26206.0,32222.0,0.0,0.0,9.0,545.0
"Gu�nica Municipio, Puerto Rico",72,055,127.0,5371.0,199.0,72.0,10484.0,16783.0,0.0,0.0,30.0,699.0
"Manat� Municipio, Puerto Rico",72,091,96.0,4032.0,217.0,121.0,33602.0,39692.0,0.0,92.0,68.0,1681.0
"Naguabo Municipio, Puerto Rico",72,103,0.0,7317.0,513.0,513.0,17314.0,26266.0,0.0,86.0,0.0,1036.0
"Naranjito Municipio, Puerto Rico",72,105,17.0,1016.0,1623.0,1606.0,24091.0,28557.0,0.0,0.0,0.0,1827.0
"San Germ�n Municipio, Puerto Rico",72,125,156.0,12456.0,184.0,28.0,18746.0,32114.0,0.0,0.0,37.0,691.0
"Utuado Municipio, Puerto Rico",72,141,354.0,10077.0,609.0,255.0,18189.0,29402.0,0.0,112.0,17.0,398.0
"Arecibo Municipio, Puerto Rico",72,013,495.0,9892.0,1011.0,516.0,71713.0,87242.0,0.0,709.0,255.0,3662.0
"Arroyo Municipio, Puerto Rico",72,015,44.0,3513.0,223.0,179.0,10946.0,18111.0,0.0,0.0,0.0,3429.0
"Cata�o Municipio, Puerto Rico",72,033,156.0,4198.0,1699.0,1543.0,16314.0,24888.0,0.0,113.0,7.0,2557.0
"Florida Municipio, Puerto Rico",72,054,0.0,1195.0,50.0,50.0,10459.0,11910.0,0.0,0.0,0.0,206.0
"Monroe County, Alabama",01,099,0.0,24.0,281.0,281.0,11814.0,21512.0,0.0,120.0,346.0,8927.0
"Lawrence County, Alabama",01,079,167.0,5.0,1651.0,1484.0,25942.0,33171.0,24.0,44.0,1878.0,3627.0
"Lee County, Alabama",01,081,246.0,861.0,2944.0,2698.0,111986.0,159287.0,18.0,6577.0,226.0,36675.0
"Pickens County, Alabama",01,107,22.0,262.0,261.0,239.0,11362.0,20298.0,8.0,13.0,25.0,8367.0
"Sumter County, Alabama",01,119,4.0,59.0,33.0,29.0,3201.0,12985.0,0.0,338.0,8.0,9346.0
"Choctaw County, Alabama",01,023,0.0,8.0,35.0,35.0,7420.0,13075.0,0.0,13.0,9.0,5590.0
"Marengo County, Alabama",01,091,0.0,58.0,56.0,56.0,8855.0,19538.0,0.0,0.0,51.0,10518.0
"Russell County, Alabama",01,113,212.0,840.0,2405.0,2193.0,29256.0,58213.0,72.0,518.0,165.0,24957.0
"Covington County, Alabama",01,039,0.0,70.0,601.0,601.0,31624.0,37351.0,13.0,159.0,58.0,4826.0
"Crenshaw County, Alabama",01,041,6.0,146.0,286.0,280.0,9938.0,13865.0,0.0,188.0,109.0,3198.0
"Lauderdale County, Alabama",01,077,76.0,179.0,1391.0,1315.0,80561.0,92585.0,61.0,612.0,417.0,9364.0
"Lowndes County, Alabama",01,085,0.0,0.0,76.0,76.0,2546.0,10236.0,0.0,0.0,13.0,7601.0
"Limestone County, Alabama",01,083,45.0,1662.0,1728.0,1683.0,75143.0,93052.0,24.0,1174.0,853.0,12468.0
"St. Clair County, Alabama",01,115,182.0,689.0,1081.0,899.0,76224.0,87306.0,8.0,737.0,315.0,8252.0
"Winston County, Alabama",01,133,4.0,161.0,490.0,486.0,23001.0,23875.0,9.0,31.0,93.0,90.0
"Cullman County, Alabama",01,043,171.0,793.0,1445.0,1274.0,78392.0,82313.0,3.0,334.0,348.0,998.0
"Elmore County, Alabama",01,051,70.0,774.0,1611.0,1541.0,60824.0,81212.0,0.0,392.0,209.0,17402.0
"Jackson County, Alabama",01,071,31.0,552.0,1424.0,1393.0,47412.0,52094.0,77.0,215.0,615.0,1799.0
"Talladega County, Alabama",01,121,49.0,678.0,1314.0,1265.0,51720.0,80565.0,28.0,470.0,345.0,26010.0
"Washington County, Alabama",01,129,0.0,5.0,260.0,260.0,11003.0,16643.0,0.0,62.0,1227.0,4086.0
"Coffee County, Alabama",01,031,10.0,644.0,1609.0,1599.0,38923.0,51288.0,0.0,666.0,617.0,8829.0
"Morgan County, Alabama",01,103,97.0,4054.0,2311.0,2214.0,95966.0,119122.0,48.0,775.0,740.0,15228.0
"Chilton County, Alabama",01,021,97.0,1858.0,1012.0,915.0,36599.0,43930.0,0.0,190.0,123.0,4148.0
"Colbert County, Alabama",01,033,150.0,723.0,1206.0,1056.0,43288.0,54495.0,29.0,267.0,367.0,8615.0
"Dale County, Alabama",01,045,50.0,947.0,1656.0,1606.0,35889.0,49255.0,4.0,633.0,377.0,9749.0
"Etowah County, Alabama",01,055,76.0,751.0,1710.0,1634.0,82710.0,102939.0,66.0,739.0,751.0,16212.0
"DeKalb County, Alabama",01,049,147.0,5899.0,1630.0,1483.0,60972.0,71200.0,621.0,140.0,934.0,1004.0
"Lamar County, Alabama",01,075,0.0,119.0,69.0,69.0,12187.0,13933.0,0.0,0.0,0.0,1558.0
"Randolph County, Alabama",01,111,7.0,84.0,330.0,323.0,17443.0,22574.0,51.0,68.0,51.0,4547.0
"Mobile County, Alabama",01,097,488.0,5004.0,7469.0,6981.0,243658.0,414659.0,62.0,8117.0,2915.0,147434.0
